GEOID,NAME,year,estimate,income_delta,income_delta_zscore_raw,income_delta_zscore
18097310306,NA,2027,76869.12083544086,0.081943933277137,0.5275003413702258,0.5275003413702258
18097310306,NA,2028,83178.96905088762,0.08208560403539278,0.4724244292395951,0.4724244292395951
18097310308,NA,2024,73256.99416650328,0.09140064608479004,0.1750596569033806,0.1750596569033806
18097310308,NA,2025,73271.48413806435,1.977964251185238e-4,-1.0619473626978069,-1.0619473626978069
18097310308,NA,2026,78077.78741131301,0.06559582257392549,0.11517630467251318,0.11517630467251318
18097310308,NA,2027,79461.30449906683,0.017719727128862717,-0.8259641488751929,-0.8259641488751929
18097310308,NA,2028,83613.03635284601,0.052248473391573125,-0.11169817441452494,-0.11169817441452494
18097310309,NA,2024,45961.16465011802,0.09561775089673463,0.20537214420145505,0.20537214420145505
18097310309,NA,2025,46269.03475528745,0.006698483546122125,-0.939877636200083,-0.939877636200083
18097310309,NA,2026,48761.61492305171,0.053871453790797164,-0.09681001010886207,-0.09681001010886207
18097310309,NA,2027,50130.90098172462,0.028081228663851876,-0.6076052895869329,-0.6076052895869329
18097310309,NA,2028,52234.156069082455,0.04195526204734645,-0.3132087513572583,-0.3132087513572583
18097310310,NA,2024,80359.89986140888,0.047184610972372365,-0.1427645524736531,-0.1427645524736531
18097310310,NA,2025,83861.49083061384,0.04357385929106328,-0.24743283030534455,-0.24743283030534455
18097310310,NA,2026,87553.51476593524,0.04402525997037987,-0.2748373633269758,-0.2748373633269758
18097310310,NA,2027,91403.13177087496,0.043968731754872925,-0.27279116634628137,-0.27279116634628137
18097310310,NA,2028,95422.65845302044,0.043975809190230475,-0.2736524256503231,-0.2736524256503231
18097310311,NA,2024,101553.7334083984,0.05626698918703621,-0.07748055159027095,-0.07748055159027095
18097310311,NA,2025,107190.3188537795,0.05550347836759051,-0.023418766747569916,-0.023418766747569916
18097310311,NA,2026,113139.21821520197,0.055498476215351866,-0.06739209480545238,-0.06739209480545238
18097310311,NA,2027,119418.26871723974,0.0554984434318293,-0.029813381591713012,-0.029813381591713012
18097310311,NA,2028,126045.79672271216,0.05549844321696851,-0.04807339564912781,-0.04807339564912781
18097310312,NA,2024,54592.52710992029,-0.02116566959065702,-0.6340653628111778,-0.6340653628111778
18097310312,NA,2025,58124.17362364313,0.06469102459045328,0.14910472711301595,0.14910472711301595
18097310312,NA,2026,59531.208403208366,0.024207394133047844,-0.6331608196595032,-0.6331608196595032
